id,title,circrna_id,circ_rna_name,circrna_synonyms,disease_details,method,species,expression_pattern,description
6569,"Circ_RBM23 knockdown suppresses chemoresistance, proliferation, migration and invasion of sorafenib-resistant HCC cells through miR-338-3p/RAB1B axis.",hsa_circ_0000524,hsa_circ_RBM23,Circ_RBM23,hepatocellular carcinoma,RT-qPCR,human,up-regulated,"Circ_RBM23 promoted chemoresistance, malignant proliferation, migration and invasion of SR HCC cells by modulating miR-338-3p/RAB1B axis."
6570,Circular RNA circAKIRIN2 participates in the process of stress-induced immunosuppression affecting immune response to infectious bursal disease virus vaccine in chicken.,-,gga_circ_AKIRIN2,circAKIRIN2,infectious bursal disease,RT-qPCR,chicken,up-regulated,"In conclusion, circAKIRIN2 is a key regulatory factor for stress-induced immunosuppression affecting the IBDV vaccine immune response, and this study can provide a new perspective for exploring the molecular regulatory mechanisms of stress-induced immunosuppression affecting immune response."
6571,Circular RNA circTNIK promotes tumor progression and metastasis in gastric cancer by regulating ZEB2.,-,hsa_circ_TNIK,circTNIK,gastric cancer,RT-qPCR,human,up-regulated,"Overall, our study demonstrates how circTNIK regulates gastric cancer progression and metastasis by sponging miR-138-5p to modulate the expression of ZEB2."
6572,EIF4A3-induced circular RNA SCAP facilitates tumorigenesis and progression of non-small-cell lung cancer via miR-7/SMAD2 signaling.,hsa_circ_0065214,hsa_circ_SCAP,circSCAP,non-small cell lung cancer,RT-qPCR,human,up-regulated,"In conclusion, this study demonstrates that circSCAP is significantly upregulated in NSCLC cell lines and tissues and elucidates that circSCAP facilitates NSCLC progression by sponging miR-7 and upregulating SMAD2."
6573,Circular RNA Dipeptidyl Peptidase 4 (circDPP4) Stimulates the Expression of Glutamate Dehydrogenase 1 to Contribute to the Malignant Phenotypes of Prostate Cancer by Sponging miR-497-5p.,hsa_circ_0056881,hsa_circ_DPP4,circDPP4,prostate cancer,RT-qPCR,human,up-regulated,"CircDPP4 facilitated PCa process by mediating the miR-497-5p/GLUD1 axis, providing a possible therapy target for PCa."
6574,Circular RNA ciRS-7 affects the propagation of Cryptosporidium parvum in HCT-8 cells via regulating miR-135a-5p/stat1 axis.,-,-,"ciRS-7, CDR1as",cryptosporidiosis,RT-qPCR,human,up-regulated,Further study revealed that ciRS-7 could sponge miR-135a-5p to positively regulate the protein levels of STAT1 and phosphorylated STAT1 (p-STAT1) and thus promote C. parvum propagation in HCT-8 cells.
6575,"CircRBM33 promotes migration, invasion and mediates osimertinib resistance in non-small cell lung cancer cell line.",hsa_circ_0001772,hsa_circ_RBM33,circRBM33,non-small cell lung cancer,"RT-qPCR, RNA-seq",human,up-regulated,"CircRBM33 may combine with DNMT1, and regulate the resistance of H1975 osimertinib-resistant cells to osimertinib that mediated by IL6."
6576,The regulation of circRNA_kif26b on alveolar epithelial cell senescence via miR-346-3p is involved in microplastics-induced lung injuries.,-,mmu_circ_kif26b,circRNA_kif26b,lung injury,RT-qPCR,mouse,up-regulated,"Overall, circ_kif26b mediates alveolar epithelial cell senescence through miR-346-3p and participates in PS-MPs-induced lung inflammation."
6577,A novel protein encoded by circINSIG1 reprograms cholesterol metabolism by promoting the ubiquitin-dependent degradation of INSIG1 in colorectal cancer.,hsa_circ_0133744,hsa_circ_INSIG1,circINSIG1,colorectal cancer,RT-qPCR,human,up-regulated,"circINSIG1 presents an epigenetic mechanism which provides insights into the crosstalk between hypoxia and cholesterol metabolism, and provides a promising therapeutic target for the treatment of CRC."
6578,Combination of hsa_circ_0004674 and lncRNA OIP5_AS1 as a novel clinical biomarker used to predict prognosis in patients with osteosarcoma.,hsa_circ_0004674,hsa_circ_ADAM22,circ_0004674,osteosarcoma,RT-qPCR,human,up-regulated,"In conclusion, the combination of hsa_circ_0004674 and lncRNA OIP5-AS1 may be used as a better biomarker than traditional biomarkers, such as ALP, in a clinical setting."
6579,m(6)A-modification regulated circ-CCT3 acts as the sponge of miR-378a-3p to promote hepatocellular carcinoma progression.,hsa_circ_0004680,hsa_circ_CCT3,circ-CCT3,hepatocellular carcinoma,RT-qPCR,human,up-regulated,Circ-CCT3 was significantly up-regulated in HCC and promoted liver cancer development via miR-378a-3p-FLT1 axis. It was also found that circ-CCT3 was under m A-modification mediated by ALKBH5 and METTL3.
6580,hsa_circ_0006916 Exerts Effect on Amyloid Beta-Induced Neuron Injury by Targeting miR-217/HOMER1.,hsa_circ_0006916,hsa_circ_HOMER1,circ_0006916,neuron injury,RT-qPCR,human,up-regulated,CircHOMER1 (hsa_circ_0006916) ameliorates the fAbeta42-induced cell injury via the miR-217/HOMER1 axis.
6581,Circ_0004585 Facilitates Tumorigenesis of Colorectal Cancer Via Modulating the miR-338-3p/ZFX Axis and Activating the MEK/ERK Pathway.,hsa_circ_0004585,hsa_circ_KIAA1199,circ_0004585,colorectal cancer,RT-qPCR,human,up-regulated,"Circ_0004585 facilitated CRC progression through modulating miR-338-3p/ZFX/MEK/ERK pathway, which might provide a potential therapeutic target for CRC."
6582,Aberrant expression of circular RNA DHPR facilitates tumor growth and metastasis by regulating the RASGEF1B/RAS/MAPK axis in hepatocellular carcinoma.,hsa_circ_0069249,hsa_circ_DHPR,-,hepatocellular carcinoma,"RT-qPCR, microarray",human,down-regulated,"We confirmed that circDHPR overexpression inhibited HCC growth and metastasis by sponging miR-3194-5p to upregulate the expression of RASGEF1B, which is regarded as a suppressor of the Ras/MAPK signaling pathway."
6583,Circ_0058058 Drives the Malignant Phenotypes and Immune Evasion of Pancreatic Cancer by the MicroRNA-557-Dependent Regulation of PDL1.,hsa_circ_0058058,hsa_circ_ATIC,circ_0058058,pancreatic cancer,RT-qPCR,human,up-regulated,"Our findings suggested that circ_0058058 served as miR-557 sponge to upregulate PDL1, thereby triggering PC proliferation, invasion, angiogenesis, and immune escape."
6584,CircHIPK2 facilitates phenotypic switching of vascular smooth muscle cells in hypertension.,-,hsa_circ_HIPK2,circHIPK2,hypertension,RT-qPCR,human,up-regulated,"Functional studies showed that circHIPK2 promoted the Angiotensin II (AngII)-induced VSMC phenotype switching by acting as the sponge of miR-145-5p, thereby upregulating the expression of a disintegrin and metalloprotease (ADAM) 17."
6585,CircRNF10-DHX15 interaction suppressed breast cancer progression by antagonizing DHX15-NF-kappaB p65 positive feedback loop.,hsa_circ_0028899,hsa_circ_RNF10,circRNF10,breast cancer,RT-qPCR,human,down-regulated,"CircRNF10-DHX15 interaction suppressed the DHX15-NF-kB p65 positive feedback loop, thereby inhibiting BC progression."
6586,Circular MTHFD2L RNA-encoded CM-248aa inhibits gastric cancer progression by targeting the SET-PP2A interaction.,hsa_circ_0069982,hsa_circ_MTHFD2L,circMTHFD2L,gastric cancer,"RT-qPCR, RNA-seq",human,down-regulated,Our discovery revealed that CM-248aa could be a potential prognostic biomarker and endogenous therapeutic option for GC.
6587,Circular RNA Ubiquitin-associated Protein 2 Silencing Suppresses Bladder Cancer Progression by Downregulating DNA Topoisomerase 2-alpha Through Sponging miR-496.,hsa_circ_0003141,hsa_circ_UBAP2,circUBAP2,bladder cancer,RT-qPCR,human,up-regulated,"Silencing of circUBAP2 could suppress BC growth, invasion, migration, and aerobic glycolysis by the miR-496/TOP2A axis, suggesting a promising target for the molecular targeted therapies of BC."
6588,Mmu_circ_0000037 inhibits the progression of acute pancreatitis by miR-92a-3p/Pias1 axis.,mmu_circ_0000037,mmu_circ_SMPDL3B,circ_0000037,acute pancreatitis,RT-qPCR,mouse,down-regulated,"Mmu_circ_0000037 relieves caerulein-induced inflammatory injury in MPC-83 cells by targeting miR-92a-3p/Pias1 axis, providing a theoretical basis for the treatment of AP."
6589,CircSmox knockdown alleviates PC12 cell apoptosis and inflammation in spinal cord injury by miR-340-5p/Smurf1 axis.,-,hsa_circ_Smox,circSmox,spinal cord injury,RT-qPCR,human,up-regulated,"CircSmox enhances LPS-induced apoptosis and inflammation via miR-340-5p/Smurf1 axis, providing an exciting view of the potential involvement of circSmox in SCI pathogenesis."
6590,CircRNA ZKSCAN1 promotes lung adenocarcinoma progression by miR-185-5p/TAGLN2 axis.,hsa_circ_0001727,hsa_circ_ZKSCAN1,circ-ZKSCAN1,lung adenocarcinoma,RT-qPCR,human,up-regulated,Circ-ZKSCAN1 promoted LUAD tumorigenesis and DDP resistance by regulating miR-185-5p/TAGLN2 axis.
6591,Propofol mediates non-small cell lung cancer growth in part by regulating circ_0003028-related mechanisms.,hsa_circ_0003028,hsa_circ_FUT8,circ_0003028,non-small cell lung cancer,RT-qPCR,human,up-regulated,Propofol-mediated inhibiting effect on NSCLC growth partly depended on the circ_0003028/miR-1305/CORO1C axis.
6592,Prognostic value of circWWC3 as a novel survival_related biomarker for clear cell renal cell carcinoma.,hsa_circ_0001910,hsa_circ_WWC3,circWWC3,clear cell renal cell carcinoma,RT-qPCR,human,up-regulated,"In conclusion, high circWWC3 expression is an independent risk factor affecting patient prognosis, and is expected to be an important prognostic biomarker and novel therapeutic target for patients with ccRCC."
6593,Circ-ABCC1 enhances radioresistance of breast cancer cells via miR-627-5p/ABCC1 axis.,hsa_circ_0003427,hsa_circ_ABCC1,circ-ABCC1,breast cancer,RT-qPCR,human,up-regulated,"In conclusion, Circ-ABCC1 aggravates the radioresistance of BC cells by targeting the miR-627-5p/ABCC1 axis."
6594,Circular RNA EPHA3 suppresses progression and metastasis in prostate cancer through the miR-513a-3p/BMP2 axis.,hsa_circ_0066596,hsa_circ_EPHA3,circEPHA3,prostate cancer,RT-qPCR,human,down-regulated,"As a tumor suppressor, circEPHA3 inhibited the proliferation and metastasis of PCa cells through the miR-513a-3p/BMP2 axis, suggesting that circEPHA3 might be a potential therapeutic target for PCa."
6595,CircKIF4A combines EIF4A3 to stabilize SDC1 expression to activate c-src/FAK and promotes TNBC progression.,-,hsa_circ_KIF4A,circKIF4A,triple-negative breast cancer,RT-qPCR,human,up-regulated,"CircKIF4A interacts with EIF4A3 to stabilize SDC1 mRNA, which activates the c-src/FAK signaling pathways and promotes TNBC progression. This may provide a potential therapy for TNBC treatment."
6596,EIF4A3-induced circZFAND6 promotes breast cancer proliferation and metastasis through the miR-647/FASN axis.,-,hsa_circ_ZFAND6,circZFAND6,breast cancer,RT-qPCR,human,up-regulated,EIF4A3-induced circZFAND6 up-regulation promoted proliferation and metastasis of breast cancer through the miR-647/FASN axis.
6597,The Emerging Role of Circular RNA Homeodomain Interacting Protein Kinase 3 and Circular RNA 0046367 through Wnt/Beta-Catenin Pathway on the Pathogenesis of Nonalcoholic Steatohepatitis in Egyptian Patients.,hsa_circ_0046367,hsa_circ_FASN,circ_0046367,nonalcoholic steatohepatitis,RT-qPCR,human,up-regulated,"our results imply that miRNA-29a can be investigated as a target for circRNA-HIPK3, while miRNA-34a can be investigated as a target for circRNA-0046367, and that circRNA-HIPK3 and circRNA-0046367 may have emerging roles that can affect the pathogenesis of nonalcoholic steatohepatitis through the Wnt/beta-catenin pathway and thus be used as therapeutic targets for the disease."
6598,Circ_0001387 regulates SKA2 to accelerate breast cancer progression through miR-136-5p.,hsa_circ_0001387,hsa_circ_WHSC1,circ_0001387,breast cancer,RT-qPCR,human,up-regulated,Our study indicated that circ_0001387 contributed to BC cell progression through miR-136-5p/SKA2 axis.
6599,Hsa_circ_0088036 promotes nonsmall cell lung cancer progression by regulating miR-1343-3p/Bcl-3 axis through TGFbeta/Smad3/EMT signaling.,hsa_circ_0088036,hsa_circ_SUSD1,circ_0088036,non-small cell lung cancer,"RT-qPCR, microarray",human,up-regulated,"In conclusion, hsa_circ_0088036 functions as an oncogene by targeting the miR-1343-3p/Bcl-3 axis via TGFbeta/Smad3/EMT signaling pathway."
6600,ARID1A Inactivation Increases Expression of circ0008399 and Promotes Cisplatin Resistance in Bladder Cancer.,hsa_circ_0008399,hsa_circ_RBM3,circ0008399,bladder cancer,RT-qPCR,human,up-regulated,"Importantly, EIF4A3-IN-2 specifically inhibited the activity of EIF4A3 to reduce circ0008399 production and restored the sensitivity of ARID1A inactivated BC cells to CDDP."
6601,Comprehensive analysis and identification of the circ_0084615/miR-451a/MEF2D axis in benzo(a)pyrene exposed tumor cells in hepato-carcinogenesis.,hsa_circ_0084615,hsa_circ_ASPH,circ_0084615,hepatocellular carcinoma,RT-qPCR,human,up-regulated,"Therefore, we performed integrated bioinformatics analysis and molecular experiments to establish the circ_0084615/miR-451a/MEF2D pathway, which provided a better understanding of the adverse effects of fried food preference on human health."
6602,"A Novel circ_0104345/miR-876-3p/ZBTB20 Axis Regulates the Proliferation, Migration, Invasion, and Apoptosis of Breast Cancer Cells.",hsa_circ_0104345,hsa_circ_IQCH,circ_0104345,breast cancer,RT-qPCR,human,up-regulated,"In this study, we demonstrated, for the first time, the crucial regulation of the new circ_0104345/miR-876-3p/ZBTB20 axis in the biological phenotypes of BC cells."
6603,"Circ_0002984 promotes proliferation, migration and inflammatory cytokine secretion and inhibits apoptosis of rheumatoid arthritis fibroblast-like synoviocytes by inducing PCSK6 through miR-543.",hsa_circ_0002984,hsa_circ_ARHGAP32,circ_0002984,rheumatoid arthritis,RT-qPCR,human,up-regulated,"Circ_0002984 promoted RAFLS proliferation, migration and inflammatory cytokine secretion and inhibited apoptosis by binding to miR-543 to induce PCSK6 production, providing a potential target for RA therapy."
6604,Exosomal circ-AHCY promotes glioblastoma cell growth via Wnt/beta-catenin signaling pathway.,hsa_circ_0059914,hsa_circ_AHCY,circ-AHCY,glioblastoma,RT-qPCR,human,up-regulated,Exosomal circ-AHCY forms a positive feedback loop with Wnt/beta-catenin signaling pathway to promote GBM cell growth.
6605,CircREOS suppresses lipid synthesis and osteosarcoma progression through inhibiting HuR-mediated MYC activation.,hsa_circ_0085535,hsa_circ_MYC,circREOS,osteosarcoma,RT-qPCR,human,down-regulated,"Taken together, these results indicate that circREOS suppress lipid synthesis and OS progression through inhibiting HuR-mediated MYC activation, providing a potential therapeutic target for OS."
6606,[Effect of circRASA2 targeting miR-543/TRAF6 axis on LPS-induced periodontal ligament cell proliferation and osteogenic differentiation].,-,hsa_circ_RASA2,circRASA2,periodontitis,RT-qPCR,human,down-regulated,"circRASA2 accelerated the pathological process of periodontitis in vitro through miR-543/TRAF6 axis, and might improve periodontitis by targeting down the expression of circRASA2."
6607,Knockdown of circMFN2 inhibits cell progression and glycolysis by miR-198/CUL4B pathway in ovarian cancer.,hsa_circ_0009910,hsa_circ_MFN2,circMFN2,ovarian cancer,RT-qPCR,human,up-regulated,CircMFN2 repressed OC progression by regulating the miR-198/CUL4B axis.
6608,METTL9 derived circular RNA circ-METTL9 sponges miR-551b-5p to accelerate colorectal cancer progression by upregulating CDK6.,hsa_circ_0002696,hsa_circ_METTL9,circ-METTL9,colorectal cancer,RT-qPCR,human,up-regulated,"Taken together, our findings highlight a novel oncogenic function of circ-METTL9 in CRC progression via circ-METTL9/miR-551b-5p/CDK6 axis, which may serve as a prognostic biomarker and therapeutic target for CRC patients."
6609,CircRTTN upregulates EPHA2 to aggravate the malignant process of melanoma via sponging miR-890.,hsa_circ_0108830,hsa_circ_RTTN,circRTTN,melanoma,RT-qPCR,human,up-regulated,Our findings demonstrated that circRTTN mediated melanoma progression via regulating the miR-890/ EPHA2 axis.
6610,"Hsa_circ_0002496 promotes the growth, angiogenesis, and stemness of breast cancer cells via miR-433-3p/YWHAZ cascade.",hsa_circ_0002496,hsa_circ_APPBP2,circ_0002496,breast cancer,RT-qPCR,human,up-regulated,Circ_0002496 participated in the malignant procession of BC by miR-433-3p/YWHAZ regulation cascade.
6611,Hsa_circ_0060467 promotes breast cancer liver metastasis by complexing with eIF4A3 and sponging miR-1205.,hsa_circ_0060467,hsa_circ_MYBL2,circ_0060467,breast cancer,RT-qPCR,human,up-regulated,"Our findings showed that circMYBL2 promoted the tumorigenesis and aggressiveness of BC through the circMYBL2/miR-1205/E2F1 and circMYBL2/eIF4A3/E2F1 axes, which may provide a novel targeted therapy for patients with BCLM."
6612,Mechanism of hypoxia-induced exosome circ_0051799 regulating the progression of lung adenocarcinoma.,hsa_circ_0051799,hsa_circ_BAX,circ_0051799,lung adenocarcinoma,RT-qPCR,human,up-regulated,In vitro and in vivo assays had shown that circ_0051799 could affect the proliferation and metastasis of LUAD through targeting miR-214-3p mediated IGF2BP3 regulated JAK/STAT pathway.
6613,Translation of circHGF RNA encodes an HGF protein variant promoting glioblastoma growth through stimulation of c-MET.,hsa_circ_0080914,hsa_circ_HGF,circHGF,glioblastoma,RT-qPCR,human,up-regulated,These results reveal an alternative mechanism of c-MET activation via a circular RNA encoded HGF protein variant which is relevant in GBM biology.
6614,Circular RNA circSEMA5A facilitates colorectal cancer development by regulating microRNA-195-5p to target CCNE1 axis.,hsa_circ_0071803,hsa_circ_SEMA5A,circSEMA5A,colorectal cancer,"RT-qPCR, microarray",human,up-regulated,"CircSEMA5A facilitates CRC cell malignancy and tumor growth through sponging miR-195-5p to upregulate CCNE1, thus providing a new direction for CRC diagnosis and targeted therapy."
6615,Circ_0003747 promotes thyroid cancer progression by sponging miR-338-3p to upregulate PLCD3 expression.,hsa_circ_0003747,hsa_circ_ALS2CR8,circ_0003747,thyroid cancer,RT-qPCR,human,up-regulated,"In conclusion, circ_0003747 facilitated the biological progression of TC by modulating the miR-338-3p/PLCD3 axis, and it may be a new target for TC treatment."
6616,CircRNA7632 down-regulation alleviates endothelial cell dysfunction in Kawasaki disease via regulating IL-33 expression.,-,hsa_circ_RNA7632,circRNA7632,kawasaki disease,"RT-qPCR, RNA-seq",human,down-regulated,Circ7632 down-regulation could alleviate EndoMT likely through decreasing IL-33 expression. The circ7632 may become a potential therapeutic target for KD.
6617,Circular RNA circRILPL1 promotes nasopharyngeal carcinoma malignant progression by activating the Hippo-YAP signaling pathway.,hsa_circ_0007552,hsa_circ_RILPL1,circRILPL1,nasopharyngeal carcinoma,RT-qPCR,human,up-regulated,Our results demonstrated that circRILPL1 promoted the proliferation and metastasis of NPC through activating the Hippo-YAP signaling pathway by binding to both ROCK1 and IPO7.
6618,Myc derived circRNA promotes triple-negative breast cancer progression via reprogramming fatty acid metabolism.,hsa_circ_0085533,hsa_circ_MYC,circMyc,triple-negative breast cancer,RT-qPCR,human,up-regulated,"Collectively, our findings characterize a novel Myc-derived circRNA controlling TNBC tumorigenesis via regulation of metabolic reprogramming, implying a promising therapeutic target."
6619,Circ_0005615 restrains the progression of multiple myeloma through modulating miR-331-3p and IGF1R regulatory cascade.,hsa_circ_0005615,hsa_circ_NFATC3,circ_0005615,myeloma,RT-qPCR,human,up-regulated,Circ_0005615 downregulation blocked MM development by targeting miR-331-3p/IGF1R axis.
6620,"Functional Characterisation of the Circular RNA, circHTT(2-6), in Huntington Disease.",hsa_circ_0001392,hsa_circ_HTT,circHTT,huntington disease,RT-qPCR,human,up-regulated,"As these phenotypic and genotypic changes resemble those observed in HD patients, our results suggest that circHTT(2-6) may play a functional role in the pathophysiology of this disease."
6621,Circ_0026466 knockdown protects human bronchial epithelial cells from cigarette smoke extract-induced injury by promoting the miR-153-3p/TRAF6/NF-kappaB pathway.,hsa_circ_0026466,hsa_circ_KRT8,circ_0026466,cigarette smoke extract-induced injury,RT-qPCR,human,up-regulated,"Circ_0026466 absence protected against CSE-triggered 16HBE cell injury by activating the miR-153-3p/TRAF6/NF-kappaB pathway, providing a potential therapeutic target for COPD."
6622,hsa_circ_0051428 Facilitates the Progression of Thyroid Cancer by Sponging miR-1248 to Up-Regulate FN1.,hsa_circ_0051428,hsa_circ_RELB,circ_0051428,thyroid cancer,RT-qPCR,human,up-regulated,"circ_0051428 targeted miR-1248 to modulate FN1 expression, thereby facilitating the malignant progression of TC, which contributed to the understanding of the molecular mechanism of TC development."
6623,Circular RNA circARHGEF28 inhibited the progression of prostate cancer via the miR-671-5p/LGALS3BP/NF-kappaB axis.,hsa_circ_0005777,hsa_circ_ARHGEF28,circARHGEF28,prostate cancer,RT-qPCR,human,up-regulated,Our findings revealed that circARHGEF28/miR-671-5p/LGALS3BP/NF-κB may be an important axis that regulates PCa progression.
6624,Targeting a novel circITCH/miR-421/BTG1 axis is effective to suppress the malignant phenotypes in hepatocellular carcinoma (HCC) cells.,-,hsa_circ_ITCH,circITCH,hepatocellular carcinoma,RT-qPCR,human,down-regulated,"In conclusion, this study identified a novel circITCH/miR-421/BTG1 axis that restrained the development of HCC, and our findings provided novel biomarkers for the treatment of this disease."
6625,Circ_0069094 regulates malignant phenotype and paclitaxel resistance in breast cancer cells via targeting the miR-136-5p/YWHAZ axis.,hsa_circ_0069094,hsa_circ_S100P,circ_0069094,breast cancer,RT-qPCR,human,up-regulated,Circ_0069094 silencing improved PTX sensitivity in breast cancer progression through competitively sponging miR-136-5p.
6626,Circular circRANGAP1 Contributes to Non-small Cell Lung Cancer Progression by Increasing COL11A1 Expression Through Sponging miR-653-5p.,hsa_circ_0063526,hsa_circ_RANGAP1,circRANGAP1,non-small cell lung cancer,RT-qPCR,human,up-regulated,"CircRANGAP1 silencing might suppress NSCLC cell malignant biological behaviors, at least in part, through the miR-653-5p/COL11A1 axis."
6627,circRNA_0001006 predicts prognosis and regulates cellular processes of triple-negative breast cancer via miR-424-5p.,hsa_circ_0001006,hsa_circ_RTN4,circ_0001006,breast cancer,RT-qPCR,human,up-regulated,Upregulated circ_0001006 in TNBC served as a poor prognosis predictor and tumor promoter via negatively regulating miR-424-5p.
6628,Circpsmc3 Inhibits Colorectal Cancer Cell Growth and Migration By Controlling Mir-31-5p/Yap/Beta-Catenin.,-,hsa_circ_PSMC3,circPSMC3,colorectal cancer,RT-qPCR,human,down-regulated,"Our work was the first time to probe the potential regulatory effects of CircPSMC3 in CRC, and these above results uncovered that CircPSMC3 inhibited CRC cell growth and migration through regulating miR-31-5p/YAP/beta-catenin. "
6629,Circ_0087378 intensifies the malignant behavior of non-small cell lung cancer cells in vitro by facilitating DDR1 via sponging miR-199a-5p.,hsa_circ_0087378,hsa_circ_NTRK2,circ_0087378,non-small cell lung cancer,RT-qPCR,human,up-regulated,Circ_0087378 promotes the malignant behavior of NSCLC cells_n vitro_y facilitating DDR1 via sponging miR-199a-5p. It may be a promising target for treatment.
6630,CircZNF215 promotes tumor growth and metastasis through inactivation of the PTEN/AKT pathway in intrahepatic cholangiocarcinoma.,-,hsa_circ_ZNF215,"circZNF215, cZNF215",intrahepatic cholangiocarcinoma,RT-qPCR,human,up-regulated,Our study demonstrates that cZNF215 facilitates iCCA progression and metastasis by regulating the PTEN/AKT pathway and may serve as a novel prognostic predictor in patients with iCCA.
6631,"Hsa_circ_0002019 promotes cell proliferation, migration, and invasion by regulating TNFAIP6/NF-kappaB signaling in gastric cancer.",hsa_circ_0002019,hsa_circ_FOXRED1,circ_0002019,gastric cancer,RT-qPCR,human,up-regulated,"Circ_0002019 accelerated the proliferation, migration, and invasion by regulating TNFAIP6/NF-kB pathway, suggesting circ_0002019 could be a key regulatory factor in GC progression."
6632,Circular RNA AGAP1 Stimulates Immune Escape and Distant Metastasis in Renal Cell Carcinoma.,hsa_circ_0058792,hsa_circ_AGAP1,circAGAP1,renal cell carcinoma,RT-qPCR,human,up-regulated,"Collectively, our findings demonstrate that circAGAP1 exerts a tumor suppressor function through miR-216a-3p/MKNK2 during the immune escape and distant metastasis in ccRCC, and suggest that circAGAP1 may be a novel prognostic marker and therapeutic target for ccRCC."
6633,A circular RNA produced by LRBA promotes cirrhotic mouse liver regeneration through facilitating the ubiquitination degradation of p27.,mmu_circ_0018031,mmu_circ_LRBA,circLRBA,liver regeneration,RT-qPCR,mouse,up-regulated,We conclude that circLRBA is a novel growth promoter in liver regeneration and a potential therapeutic target related to deficiency of cirrhotic liver regeneration.
6634,"Circular RNA hsa_circ_0005239 contributes to hepatocellular carcinoma cell migration, invasion, and angiogenesis by targeting the miR-34a-5p/PD-L1 axis.",hsa_circ_0005239,hsa_circ_GFRA1,-,hepatocellular carcinoma,RT-qPCR,human,up-regulated,"These results revealed the role of hsa_circ_0005239 and the hsa_circ_0005239/miR-34a-5p/PD-L1 axis in HCC, providing a potential diagnostic biomarker and therapeutic target for HCC."
6635,Hsa_circ_0111738 Inhibits Tumor Progression and Angiogenesis in Multiple Myeloma by Sponging miR-1233-3p to Regulate HIF-1 Signaling Pathway.,hsa_circ_0111738,hsa_circ_SOX13,circ_0111738,myeloma,RT-qPCR,human,down-regulated,Our data suggest that circ_0111738 functioned as a competing endogenous RNA (ceRNA) and suppressed the oncogenic function of miR-1233-3p in MM by inactivating the HIF-1 pathway. 
6636,Circular RNA hsa_circ_0084054 promotes the progression of periodontitis with diabetes via the miR-508-3p/PTEN axis.,hsa_circ_0084054,hsa_circ_ADAM32,-,gestational diabetes mellitus,"RT-qPCR, RNA-seq",human,up-regulated,"hsa_circ_0084054 can aggravate inflammation and promote the progression of periodontitis with diabetes by regulating miR-508-3p/PTEN signaling axis, which may serve as a new target for the intervention of periodontitis with diabetes."
6637,The Novel Circular RNA circTRIO Silence Inhibits the Progression of Laryngeal Squamous Cell Carcinoma.,hsa_circ_0005260,hsa_circ_TRIO,circTRIO,laryngeal squamous cell carcinoma,"RT-qPCR, RNA-seq",human,up-regulated,Upregulated circTRIO expression levels may play an important role in the tumorigenesis and development of LSCC.
6638,Circular RNA-AnnexinA7 accelerates cisplatin resistance in non-small cell lung cancer via modulating microRNA-545-3p to mediate Cyclin D1.,-,hsa_circ_ANXA7,Circ-ANXA7,non-small cell lung cancer,RT-qPCR,human,up-regulated,Circ-ANXA7 enhances DDP resistance in NSCLC via absorbing miR-545-3p to target CCND1 and might be a latent therapeutic target for NSCLC.
6639,"Circular non-coding RNA circ_0072088 serves as a ceRNA, targeting the miR-1225-5p/WT1 axis to regulate non-small cell lung cancer cell malignant behavior.",hsa_circ_0072088,hsa_circ_ZFR,circ_0072088,non-small cell lung cancer,RT-qPCR,human,up-regulated,"Circ_0072088 knockdown could inhibit cell growth, migration, invasion, and glycolysis partially by regulating the miR-1225-5p/WT1 axis, thus providing a promising therapeutic target for NSCLC treatment."
6640,Induction of perineural invasion in salivary adenoid cystic carcinoma by circular RNA RNF111.,hsa_circ_0001982,hsa_circ_RNF111,circ-RNF111,salivary adenoid cystic carcinoma,RT-qPCR,human,up-regulated,"Taken together, circ-RNF111 stimulates PNI in SACC by miR-361-5p/HMGB2 axis and may serve as a potential therapeutic target for SACC."
6641,Circular RNA circDLG1 contributes to HCC progression by regulating the miR-141-3p/WTAP axis.,hsa_circ_0007203,hsa_circ_DLG1,circDLG1,hepatocellular carcinoma,"RT-qPCR, microarray",human,up-regulated,"circDLG1 participates in the progression of HCC cells by sponging miR-141-3p with WTAP, providing new insight into the treatment of HCC."
6642,CircKDM1B promotes hepatocellular carcinoma progression through regulating miR-1322/PRC1 axis.,-,hsa_circ_KDM1B,circKDM1B,hepatocellular carcinoma,RT-qPCR,human,up-regulated,"CircKDM1B played a critical role in HCC progression by regulating cell proliferation, migration, invasion and apoptosis. CircKDM1B/miR-1322/PRC1 axis might be a novel therapeutic target of HCC patients."
6643,A novel molecular mechanism mediated by circCCDC134 regulates non-small cell lung cancer progression.,hsa_circ_0001238,hsa_circ_CCDC134,circCCDC134,non-small cell lung cancer,RT-qPCR,human,up-regulated,"Our study revealed that circCCDC134 was involved in regulating NSCLC progression through the miR-625-5p/NFAT5 pathway, confirming that circCCDC134 might function as the diagnostic and therapeutic target for NSCLC."
6644,Circ_0081054 facilitates melanoma development via sponging miR-637 and regulating RAB9A.,hsa_circ_0081054,hsa_circ_COL1A2,circ_0081054,melanoma,RT-qPCR,human,up-regulated,All results indicated that circ_0081054 promoted the malignant behaviors of melanoma cells partly by regulating the miR-637/RAB9A molecular axis.
